"Facility ID","Facility Name","Address","City","State","ZIP Code","County","Telephone","Patients who reported that staff definitely gave care in a professional way and the facility was clean","Patients who reported that staff somewhat gave care in a professional way or the facility was somewhat clean","Patients who reported that staff did not give care in a professional way or the facility was not clean","Facilities and staff linear mean score","Patients who reported that staff definitely communicated about what to expect during and after the procedure","Patients who reported that staff somewhat communicated about what to expect during and after the procedure","Patients who reported that staff did not communicate about what to expect during and after the procedure","Communication about your procedure linear mean score","Patients who gave the facility a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest)","Patients who gave the facility a rating of 7 or 8 on a scale from 0 (lowest) to 10 (highest)","Patients who gave the facility a rating of 0 to 6 on a scale from 0 (lowest) to 10 (highest)","Patients’ rating of the facility linear mean score","Patients who reported YES they would DEFINITELY recommend the facility to family or friends.","Patients who reported PROBABLY YES they would recommend the facility to family or friends.","Patients who reported NO, they would not recommend the facility to family or friends.","Patients recommending the facility linear mean score","Footnote","Number of Sampled Patients","Number of Completed Surveys","Survey Response Rate Percent","Start Date","End Date"
450889,TEXAS INSTITUTE FOR SURGERY AT PRESBYTERIAN HOSPIT,7115 GREENVILLE AVENUE SUITE 100,DALLAS,TX,75231,DALLAS,(214) 647-5300,98,2,0,99,92,6,2,95,92,7,1,96,91,8,1,96,,1632,443,27,01/01/2019,12/31/2019
450891,TEXAS HEALTH CENTER FOR DIAGNOSTICS & SURGERY,6020 W PARKER ROAD,PLANO,TX,75093,COLLIN,(972) 403-2700,98,2,0,99,92,7,1,95,92,7,1,96,89,9,2,95,,4306,1001,23,01/01/2019,12/31/2019
451333,MARTIN COUNTY HOSPITAL DISTRICT,600 E INTERSTATE 20,STANTON,TX,79782,MARTIN,(432) 756-3345,98,2,0,99,90,7,3,94,94,6,0,97,99,1,0,100,3,109,27,29,01/01/2019,12/31/2019
451386,MEMORIAL HOSPITAL,224 E SECOND STREET,DUMAS,TX,79029,MOORE,(806) 935-7171,98,2,0,99,95,5,0,98,87,13,0,95,85,15,0,95,3,553,80,16,01/01/2019,12/31/2019
451387,UVALDE MEMORIAL HOSPITAL,1025 GARNER FIELD ROAD,UVALDE,TX,78801,UVALDE,(830) 278-6251,98,2,0,99,93,6,1,96,90,8,2,95,85,14,1,94,,1463,240,23,01/01/2019,12/31/2019
460001,UTAH VALLEY HOSPITAL,1034 NORTH 500 WEST,PROVO,UT,84604,UTAH,(801) 373-7850,95,4,1,97,87,10,3,92,84,13,3,93,83,16,1,94,,6754,1508,22,01/01/2019,12/31/2019
460004,MCKAY DEE HOSPITAL,4401 HARRISON BOULEVARD,OGDEN,UT,84403,WEBER,(801) 387-2800,96,4,0,98,90,8,2,94,83,15,2,93,83,15,2,93,,3209,780,24,01/01/2019,12/31/2019
460006,LDS HOSPITAL,8TH AVENUE AND C STREET,SALT LAKE CITY,UT,84143,SALT LAKE,(801) 408-1100,97,3,0,98,90,8,2,94,87,12,1,94,85,13,2,94,,6651,1733,26,01/01/2019,12/31/2019
460007,CEDAR CITY HOSPITAL,1303 NORTH MAIN STREET,CEDAR CITY,UT,84721,IRON,(435) 868-5800,98,2,0,99,93,6,1,96,89,10,1,95,89,10,1,96,,2103,658,31,01/01/2019,12/31/2019
460009,UNIVERSITY OF UTAH HOSPITALS AND CLINICS,50 NORTH MEDICAL DRIVE,SALT LAKE CITY,UT,84132,SALT LAKE,(801) 581-2121,98,2,0,99,93,6,1,96,93,6,1,96,92,6,2,96,,4747,1249,26,01/01/2019,12/31/2019
460010,INTERMOUNTAIN MEDICAL CENTER,5121 SOUTH COTTONWOOD STREET,MURRAY,UT,84107,SALT LAKE,(801) 507-7000,95,5,0,97,89,9,2,93,84,13,3,93,84,14,2,94,,10008,2383,24,01/01/2019,12/31/2019
460015,LOGAN REGIONAL HOSPITAL,500 EAST 1400 NORTH,LOGAN,UT,84341,CACHE,(435) 716-1000,98,2,0,99,90,9,1,94,87,11,2,95,85,13,2,94,,2472,608,25,01/01/2019,12/31/2019
460019,UINTAH BASIN MEDICAL CENTER,250 WEST 300 NORTH,ROOSEVELT,UT,84066,DUCHESNE,(435) 722-4691,97,2,1,98,88,10,2,93,82,15,3,93,74,24,2,90,,1452,333,23,01/01/2019,12/31/2019
460021,DIXIE REGIONAL MEDICAL CENTER,1380 EAST MEDICAL CENTER DRIVE,ST GEORGE,UT,84790,WASHINGTON,(435) 251-2100,97,3,0,98,90,8,2,94,87,11,2,94,88,11,1,95,,5560,1705,31,01/01/2019,12/31/2019
460023,AMERICAN FORK HOSPITAL,170 NORTH 1100 EAST,AMERICAN FORK,UT,84003,UTAH,(801) 855-3305,97,3,0,98,89,9,2,94,87,11,2,94,84,15,1,94,,3480,745,21,01/01/2019,12/31/2019
460026,SEVIER VALLEY HOSPITAL,1000 NORTH MAIN STREET,RICHFIELD,UT,84701,SEVIER,(435) 893-4100,97,3,0,98,89,9,2,94,84,14,2,93,82,17,1,94,,1349,447,33,01/01/2019,12/31/2019
460039,BEAR RIVER VALLEY HOSPITAL,905 NORTH 1000 WEST,TREMONTON,UT,84337,BOX ELDER,(435) 207-4500,98,2,0,99,94,6,0,97,90,9,1,95,84,15,1,94,,1007,278,28,01/01/2019,12/31/2019
460043,OREM COMMUNITY HOSPITAL,331 NORTH 400 WEST,OREM,UT,84057,UTAH,(801) 714-3307,97,3,0,99,87,11,2,93,84,14,2,93,81,17,2,93,,707,154,22,01/01/2019,12/31/2019
460044,ALTA VIEW HOSPITAL,9660 SOUTH 1300 EAST,SANDY,UT,84094,SALT LAKE,(801) 501-2600,97,3,0,98,90,9,1,94,86,12,2,94,83,15,2,94,,3936,1091,28,01/01/2019,12/31/2019
460049,THE ORTHOPEDIC SPECIALTY HOSPITAL,5848 SOUTH 300 EAST,MURRAY,UT,84107,SALT LAKE,(801) 314-4100,98,2,0,99,91,7,2,95,88,10,2,94,91,8,1,96,,2915,862,30,01/01/2019,12/31/2019
460057,PARK CITY HOSPITAL,900 ROUND VALLEY DRIVE,PARK CITY,UT,84060,SUMMIT,(435) 658-6700,98,2,0,99,91,7,2,95,91,8,1,96,91,8,1,97,,2680,709,26,01/01/2019,12/31/2019
460058,RIVERTON HOSPITAL,3741 WEST 12600 SOUTH,RIVERTON,UT,84065,SALT LAKE,(801) 285-4000,97,3,0,98,90,8,2,94,89,9,2,95,88,10,2,95,,4842,970,20,01/01/2019,12/31/2019
460061,LAYTON HOSPITAL,201 WEST LAYTON PARKWAY,LAYTON,UT,84041,DAVIS,(801) 543-6703,,,,,,,,,,,,,,,,,4,,,,,
461300,DELTA COMMUNITY HOSPITAL,126 SOUTH WHITE SAGE AVENUE,DELTA,UT,84624,MILLARD,(435) 864-5591,99,1,0,99,96,4,0,98,90,7,3,96,88,11,1,95,3,241,85,35,01/01/2019,12/31/2019
461301,FILLMORE COMMUNITY HOSPITAL,674 SOUTH HIGHWAY 99,FILLMORE,UT,84631,MILLARD,(435) 743-5591,99,1,0,99,98,1,1,99,94,6,0,97,88,12,0,96,3,74,34,46,01/01/2019,12/31/2019
461303,SANPETE VALLEY HOSPITAL - CAH,1100 SOUTH MEDICAL DRIVE,MOUNT PLEASANT,UT,84647,SANPETE,(435) 462-4123,97,3,0,98,89,9,2,93,86,13,1,94,76,22,2,91,,875,265,30,01/01/2019,12/31/2019
461304,CENTRAL VALLEY MEDICAL CENTER - CAH,48 WEST 1500 NORTH,NEPHI,UT,84648,JUAB,(435) 623-3000,98,2,0,99,92,7,1,95,86,13,1,94,90,9,1,96,,560,145,26,01/01/2019,12/31/2019
461307,HEBER VALLEY HOSPITAL,1485 SOUTH HIGHWAY 40,HEBER CITY,UT,84032,WASATCH,(435) 654-2500,97,3,0,98,91,8,1,95,82,17,1,93,82,17,1,93,,1056,303,29,01/01/2019,12/31/2019
461333,GARFIELD MEMORIAL HOSPITAL,200 NORTH 400 EAST,PANGUITCH,UT,84759,GARFIELD,(435) 676-8811,96,3,1,97,91,8,1,95,80,20,0,94,86,7,7,91,3,66,26,39,01/01/2019,12/31/2019
470001,CENTRAL VERMONT MEDICAL CENTER,BOX 547,BARRE,VT,05641,WASHINGTON,(802) 371-4100,97,2,1,98,89,8,3,93,84,13,3,93,80,18,2,92,,1766,537,30,01/01/2019,12/31/2019
470003,UNIV. OF VERMONT - FLETCHER ALLEN HEALTH CARE,111 COLCHESTER AVE,BURLINGTON,VT,05401,CHITTENDEN,(802) 847-0000,97,3,0,99,93,6,1,96,83,15,2,93,83,16,1,94,,3366,892,31,01/01/2019,12/31/2019
470005,RUTLAND REGIONAL MEDICAL CENTER,160 ALLEN ST,RUTLAND,VT,05701,RUTLAND,(802) 775-7111,98,2,0,99,91,7,2,95,86,12,2,94,80,19,1,93,,3476,1202,35,01/01/2019,12/31/2019
470012,SOUTHWESTERN VERMONT MEDICAL CENTER,100 HOSPITAL DRIVE,BENNINGTON,VT,05201,BENNINGTON,(802) 442-6361,98,2,0,99,93,6,1,96,88,10,2,94,86,12,2,94,,992,338,34,01/01/2019,12/31/2019
470024,NORTHWESTERN MEDICAL CENTER INC,133 FAIRFIELD STREET,SAINT ALBANS,VT,05478,FRANKLIN,(802) 524-5911,98,2,0,99,90,8,2,94,85,14,1,94,83,16,1,94,,1547,443,29,01/01/2019,12/31/2019
471303,NORTHEASTERN VERMONT REGIONAL HOSPITAL,1315 HOSPITAL DRIVE,SAINT JOHNSBURY,VT,05819,CALEDONIA,(802) 748-7400,98,2,0,99,94,5,1,97,85,13,2,94,81,18,1,93,,1251,345,32,01/01/2019,12/31/2019
490001,NORTON COMMUNITY HOSPITAL,100 15TH NW STREET,NORTON,VA,24273,NORTON CITY,(276) 439-1000,95,4,1,97,91,7,2,95,81,15,4,92,76,22,2,91,,1488,317,21,01/01/2019,12/31/2019
490019,NOVANT HEALTH UVA HEALTH SYSTEM CULPEPER MED CENTE,501 SUNSET LANE,CULPEPER,VA,22701,CULPEPER,(540) 829-4100,96,4,0,98,91,7,2,95,82,16,2,92,77,19,4,90,,1008,215,21,01/01/2019,12/31/2019
490022,MARY WASHINGTON HOSPITAL,1001 SAM PERRY BOULEVARD,FREDERICKSBURG,VA,22401,FREDERICKSBURG CITY,(540) 741-1100,98,2,0,99,94,5,1,96,87,11,2,95,85,14,1,95,,6224,2010,32,01/01/2019,12/31/2019
490032,MEDICAL COLLEGE OF VIRGINIA HOSPITALS,BOX 980510   1250 EAST MARSHALL STREET,RICHMOND,VA,23298,RICHMOND CITY,(804) 828-0938,95,4,1,97,90,8,2,94,82,14,4,93,80,17,3,92,,3309,592,18,01/01/2019,12/31/2019
490037,RIVERSIDE SHORE MEMORIAL HOSPITAL,20480 MARKET STREET,ONANCOCK,VA,23417,ACCOMACK,(757) 414-8000,97,3,0,99,94,5,1,96,87,11,2,95,78,19,3,91,,1434,346,24,01/01/2019,12/31/2019
490038,SMYTH COUNTY COMMUNITY HOSPITAL,245 MEDICAL PARK DRIVE,MARION,VA,24354,SMYTH,(276) 378-1000,97,3,0,98,93,6,1,96,83,14,3,93,72,27,1,90,,1476,358,24,01/01/2019,12/31/2019
490045,NOVANT PRINCE WILLIAM MEDICAL CENTER,8700 SUDLEY RD,MANASSAS,VA,20110,MANASSAS CITY,(703) 369-8000,96,4,0,98,92,6,2,95,84,12,4,93,82,15,3,93,,1920,462,24,01/01/2019,12/31/2019
490052,RIVERSIDE REGIONAL MEDICAL CENTER,500 J CLYDE MORRIS BLVD,NEWPORT NEWS,VA,23601,NEWPORT NEWS CITY,(757) 594-2000,97,3,0,99,92,6,2,95,89,10,1,95,87,11,2,94,,6179,1770,29,01/01/2019,12/31/2019
490053,JOHNSTON MEMORIAL HOSPITAL,16000 JOHNSTON MEMORIAL DRIVE,ABINGDON,VA,24211,WASHINGTON,(276) 258-1000,97,3,0,98,91,7,2,95,85,11,4,93,84,14,2,94,,1299,345,27,01/01/2019,12/31/2019
490084,RIVERSIDE TAPPAHANNOCK HOSPITAL,618 HOSPITAL ROAD,TAPPAHANNOCK,VA,22560,ESSEX,(804) 443-6189,98,2,0,99,94,5,1,96,89,9,2,94,85,14,1,94,,1343,367,27,01/01/2019,12/31/2019
490098,COMMUNITY MEMORIAL HOSPITAL,1755 NORTH MECKLENBURG AVENUE,SOUTH HILL,VA,23970,MECKLENBURG,(434) 447-3151,98,2,0,99,92,6,2,95,82,17,1,93,77,21,2,91,,1315,367,28,01/01/2019,12/31/2019
490120,CHESAPEAKE REGIONAL MEDICAL CENTER,"736 BATTLEFIELD BLVD, NORTH",CHESAPEAKE,VA,23320,CHESAPEAKE CITY,(757) 312-8121,97,3,0,98,93,6,1,96,86,11,3,94,83,14,3,93,,3752,868,23,01/01/2019,12/31/2019
490130,RIVERSIDE WALTER REED HOSPITAL,7519 HOSPITAL ROAD,GLOUCESTER,VA,23061,GLOUCESTER,(804) 693-8800,98,2,0,99,94,5,1,97,88,10,2,95,85,13,2,94,,1493,368,25,01/01/2019,12/31/2019
490140,"STAFFORD HOSPITAL, LLC",101 HOSPITAL CENTER BOULEVARD,STAFFORD,VA,22554,STAFFORD,(540) 741-9000,98,2,0,99,95,4,1,97,90,9,1,96,89,10,1,95,,2260,579,26,01/01/2019,12/31/2019
490143,RIVERSIDE DOCTORS' HOSPITAL OF WILLIAMSBURG,1500 COMMONWEALTH AVENUE,WILLIAMSBURG,VA,23185,JAMES CITY,(757) 345-3000,99,1,0,99,95,4,1,97,91,7,2,95,89,8,3,95,,1268,334,26,01/01/2019,12/31/2019
490144,NOVANT HEALTH UVA HEALTH HAYMARKET MEDICAL CENTER,15225 HEALTHCOTE BOULEVARD,HAYMARKET,VA,20169,PRINCE WILLIAM,(571) 284-1000,96,4,0,98,91,8,1,95,85,13,2,94,83,14,3,93,,773,199,26,01/01/2019,12/31/2019
500001,NORTHWEST HOSPITAL & MEDICAL CENTER,1550 NORTH 115TH STREET,SEATTLE,WA,98133,KING,(206) 368-1700,97,3,0,98,91,7,2,95,83,13,4,92,85,13,2,94,,4265,1199,28,01/01/2019,12/31/2019
500002,PROVIDENCE ST MARY MEDICAL CENTER,401 W POPLAR ST,WALLA WALLA,WA,99362,WALLA WALLA,(509) 522-5900,96,4,0,98,92,7,1,95,84,13,3,93,84,14,2,94,,1533,463,30,01/01/2019,12/31/2019
500003,SKAGIT VALLEY HOSPITAL,1415 KINCAID STREET,MOUNT VERNON,WA,98274,SKAGIT,(360) 424-4111,97,3,0,98,90,8,2,94,78,20,2,92,76,23,1,91,,1694,540,32,01/01/2019,12/31/2019
500007,ISLAND HOSPITAL,1211 24TH STREET,ANACORTES,WA,98221,SKAGIT,(360) 299-1300,97,3,0,98,89,9,2,94,85,13,2,94,85,13,2,94,,1104,423,38,01/01/2019,12/31/2019
500008,UNIVERSITY OF WASHINGTON MEDICAL CTR,1959 NE PACIFIC ST,SEATTLE,WA,98195,KING,(206) 598-3300,97,3,0,98,92,7,1,95,88,10,2,95,90,9,1,96,,5233,1143,23,01/01/2019,12/31/2019
500014,PROVIDENCE REGIONAL MEDICAL CENTER EVERETT,1321 COLBY AVENUE,EVERETT,WA,98201,SNOHOMISH,(425) 261-2000,96,3,1,98,90,8,2,94,83,14,3,93,82,16,2,93,,6015,1524,25,01/01/2019,12/31/2019
500019,PROVIDENCE CENTRALIA HOSPITAL,914 S SCHEUBER ROAD,CENTRALIA,WA,98531,LEWIS,(360) 736-2803,97,3,0,98,89,9,2,93,87,11,2,94,80,18,2,92,,1498,385,26,01/01/2019,12/31/2019
500024,PROVIDENCE ST PETER HOSPITAL,413 LILLY ROAD NE,OLYMPIA,WA,98506,THURSTON,(360) 491-9480,95,4,1,97,89,9,2,94,82,15,3,93,83,15,2,94,,3049,842,28,01/01/2019,12/31/2019
500025,SWEDISH MEDICAL CENTER / CHERRY HILL,500 17TH AVENUE,SEATTLE,WA,98122,KING,(206) 320-2000,92,8,0,96,88,11,1,93,74,16,10,90,79,12,9,89,,905,256,28,01/01/2019,12/31/2019
500026,SWEDISH EDMONDS HOSPITAL,21601 76TH AVENUE WEST,EDMONDS,WA,98026,SNOHOMISH,(425) 640-4000,95,4,1,97,90,8,2,94,83,14,3,93,84,14,2,94,,1904,471,25,01/01/2019,12/31/2019
500027,SWEDISH MEDICAL CENTER,747 BROADWAY,SEATTLE,WA,98122,KING,(206) 386-6000,96,3,1,98,92,7,1,96,84,14,2,93,83,15,2,93,,3147,750,24,01/01/2019,12/31/2019
500031,GRAYS HARBOR COMMUNITY HOSPITAL,915 ANDERSON DRIVE,ABERDEEN,WA,98520,GRAYS HARBOR,(360) 532-8330,95,5,0,97,92,7,1,96,72,23,5,89,67,30,3,88,,1199,428,36,01/01/2019,12/31/2019
500033,SAMARITAN HOSPITAL,801 EAST WHEELER ROAD,MOSES LAKE,WA,98837,GRANT,(509) 765-5606,95,5,0,97,90,9,1,94,75,20,5,90,71,27,2,89,,1506,376,25,01/01/2019,12/31/2019
500036,VIRGINIA MASON MEMORIAL,2811 TIETON DRIVE,YAKIMA,WA,98902,YAKIMA,(509) 575-8000,96,4,0,98,88,10,2,93,76,21,3,92,82,17,1,94,,1006,292,29,01/01/2019,12/31/2019
500051,OVERLAKE HOSPITAL MEDICAL CENTER,1035-116TH AVE NE,BELLEVUE,WA,98004,KING,(425) 688-5000,97,3,0,98,92,7,1,95,81,16,3,93,82,16,2,93,,1241,383,31,01/01/2019,12/31/2019
500052,KAISER PERMANENTE CENTRAL HOSPITAL,201 - 16TH AVENUE EAST,SEATTLE,WA,98112,KING,(206) 326-3000,97,3,0,98,92,7,1,95,79,18,3,92,79,19,2,92,,2981,977,33,01/01/2019,12/31/2019
500054,PROV SACRED HRT MED CTR & CHILDS HOSP.,101 WEST 8TH AVENUE,SPOKANE,WA,99204,SPOKANE,(509) 474-3040,96,4,0,98,91,7,2,95,82,15,3,93,85,14,1,95,,2111,638,30,01/01/2019,12/31/2019
500058,KADLEC REGIONAL MEDICAL CENTER,888 SWIFT BLVD,RICHLAND,WA,99352,BENTON,(509) 946-4611,97,3,0,98,91,7,2,95,87,10,3,94,85,13,2,94,,3691,862,23,01/01/2019,12/31/2019
500060,CASCADE VALLEY HOSPITAL,330 S STILLAGUAMISH AVE,ARLINGTON,WA,98223,SNOHOMISH,(360) 435-2133,98,2,0,99,93,6,1,96,86,11,3,93,82,15,3,93,,1349,381,28,01/01/2019,12/31/2019
500064,HARBORVIEW MEDICAL CENTER,325 9TH AVENUE,SEATTLE,WA,98104,KING,(206) 731-3000,96,3,1,98,91,7,2,94,82,14,4,92,81,14,5,92,,1481,274,19,01/01/2019,12/31/2019
500072,OLYMPIC MEDICAL CENTER,939 CAROLINE ST,PORT ANGELES,WA,98362,CLALLAM,(360) 417-7000,97,3,0,98,91,7,2,95,80,17,3,92,77,21,2,91,,1536,570,37,01/01/2019,12/31/2019
500077,PROVIDENCE HOLY FAMILY HOSPITAL,5633 NORTH LIDGERWOOD,SPOKANE,WA,99208,SPOKANE,(509) 482-2450,96,3,1,98,87,10,3,92,78,18,4,92,78,19,3,91,,2744,862,31,01/01/2019,12/31/2019
500088,VALLEY MEDICAL CENTER,400 S 43RD ST,RENTON,WA,98055,KING,(425) 228-3450,96,3,1,97,92,7,1,96,87,11,2,94,83,15,2,93,,2879,627,22,01/01/2019,12/31/2019
500152,SWEDISH ISSAQUAH,751 NE BLAKELY DR,ISSAQUAH,WA,98029,KING,(425) 313-4000,98,2,0,99,93,6,1,96,89,10,1,95,92,6,2,97,,1872,426,23,01/01/2019,12/31/2019
501308,COULEE MEDICAL CENTER,411 FORTUYN ROAD,GRAND COULEE,WA,99133,GRANT,(509) 633-1753,98,2,0,99,97,3,0,98,87,13,0,95,91,9,0,97,3,333,84,26,01/01/2019,12/31/2019
501309,PROVIDENCE ST JOSEPH HOSPITAL,500 EAST WEBSTER,CHEWELAH,WA,99109,STEVENS,(509) 935-8211,98,2,0,99,95,4,1,97,86,14,0,95,81,18,1,93,,344,145,42,01/01/2019,12/31/2019
501312,PROSSER MEMORIAL HOSPITAL,723 MEMORIAL STREET,PROSSER,WA,99350,BENTON,(509) 786-2222,,,,,,,,,,,,,,,,,4,,,,,
501323,JEFFERSON HEALTHCARE,834 SHERIDAN STREET,PORT TOWNSEND,WA,98368,JEFFERSON,(360) 385-2200,99,1,0,99,95,4,1,97,90,8,2,95,85,14,1,94,,1072,398,37,01/01/2019,12/31/2019
501326,PROVIDENCE MOUNT CARMEL HOSPITAL,982 EAST COLUMBIA,COLVILLE,WA,99114,STEVENS,(509) 684-2561,99,1,0,99,95,4,1,97,87,12,1,95,82,17,1,94,,1333,479,36,01/01/2019,12/31/2019
501327,WHITMAN HOSPITAL AND MEDICAL CENTER,1200 WEST FAIRVIEW,COLFAX,WA,99111,WHITMAN,(509) 397-3435,99,1,0,100,93,6,1,96,93,7,0,97,92,7,1,97,,352,127,36,01/01/2019,12/31/2019
501333,KITTITAS VALLEY COMMUNITY HOSPITAL,603 SOUTH CHESTNUT,ELLENSBURG,WA,98926,KITTITAS,(509) 962-9841,98,2,0,99,90,8,2,94,77,21,2,92,72,26,2,90,,1965,701,36,01/01/2019,12/31/2019
510001,WEST VIRGINIA UNIVERSITY HOSPITALS,MEDICAL CENTER DRIVE,MORGANTOWN,WV,26506,MONONGALIA,(304) 598-4000,96,3,1,97,94,5,1,96,83,14,3,93,81,17,2,93,,926,241,26,01/01/2019,12/31/2019
510006,UNITED HOSPITAL CENTER,327 MEDICAL PARK DRIVE,BRIDGEPORT,WV,26330,HARRISON,(681) 342-1000,98,2,0,99,94,5,1,97,85,13,2,94,80,18,2,92,,2955,803,27,01/01/2019,12/31/2019
510008,BERKELEY MEDICAL CENTER,2500 HOSPITAL DRIVE,MARTINSBURG,WV,25401,BERKELEY,(304) 264-1000,98,2,0,99,91,8,1,95,85,12,3,94,83,15,2,93,,4825,1198,25,01/01/2019,12/31/2019
510013,REYNOLDS MEMORIAL HOSPITAL,800 WHEELING AVE,GLEN DALE,WV,26038,MARSHALL,(304) 843-3230,96,4,0,98,92,7,1,96,82,17,1,93,81,17,2,93,,1301,464,36,01/01/2019,12/31/2019
510038,STONEWALL JACKSON MEMORIAL HOSPITAL,230 HOSPITAL PLAZA,WESTON,WV,26452,LEWIS,(304) 269-8080,93,6,1,96,90,8,2,94,76,18,6,91,76,21,3,91,,892,176,20,01/01/2019,12/31/2019
510046,PRINCETON COMMUNITY HOSPITAL,122 12TH STREET,PRINCETON,WV,24740,MERCER,(304) 487-7260,97,3,0,98,91,7,2,95,84,14,2,94,78,19,3,91,,828,246,30,01/01/2019,12/31/2019
510047,FAIRMONT REGIONAL MEDICAL CENTER,1325 LOCUST AVENUE,FAIRMONT,WV,26554,MARION,(304) 367-7100,96,3,1,98,93,5,2,95,78,19,3,92,76,21,3,91,,1754,319,19,01/01/2019,12/31/2019
510050,WHEELING HOSPITAL,1 MEDICAL PARK,WHEELING,WV,26003,OHIO,(304) 243-3000,95,4,1,97,89,8,3,93,78,19,3,92,81,16,3,92,,1066,146,14,01/01/2019,12/31/2019
510055,CABELL HUNTINGTON HOSPITAL INC,1340 HAL GREER BOULEVARD,HUNTINGTON,WV,25701,CABELL,(304) 526-2192,97,3,0,98,93,6,1,96,87,11,2,95,86,13,1,95,,3600,888,25,01/01/2019,12/31/2019
510062,BECKLEY ARH HOSPITAL,306 STANAFORD ROAD,BECKLEY,WV,25801,RALEIGH,(304) 255-3456,95,4,1,97,91,7,2,95,78,18,4,92,81,16,3,92,,2127,401,20,01/01/2019,12/31/2019
511306,ROANE GENERAL HOSPITAL,200 HOSPITAL DRIVE,SPENCER,WV,25276,ROANE,(304) 927-4444,97,3,0,99,91,8,1,95,86,13,1,95,81,17,2,92,,1086,246,23,01/01/2019,12/31/2019
511315,POTOMAC VALLEY HOSPITAL,100 PIN OAK LANE,KEYSER,WV,26726,MINERAL,(304) 597-3500,98,2,0,99,94,5,1,96,82,15,3,93,79,19,2,92,,1103,393,36,01/01/2019,12/31/2019
511319,JEFFERSON MEDICAL CENTER,300 SOUTH PRESTON STREET,RANSON,WV,25438,JEFFERSON,(304) 728-1600,97,3,0,98,93,6,1,96,83,15,2,93,78,19,3,91,,2076,535,26,01/01/2019,12/31/2019
511322,SUMMERSVILLE REGIONAL MEDICAL CENTER,400 FAIRVIEW HEIGHTS ROAD,SUMMERSVILLE,WV,26651,NICHOLAS,(304) 872-2891,,,,,,,,,,,,,,,,,4,,,,,
520008,WAUKESHA MEMORIAL HOSPITAL,725 AMERICAN AVE,WAUKESHA,WI,53188,WAUKESHA,(262) 928-1000,98,2,0,99,91,8,1,95,88,10,2,94,86,12,2,95,,1116,397,36,01/01/2019,12/31/2019
520011,LAKEVIEW MEDICAL CENTER OF RICE LAKE,1700 WEST STOUT STREET,RICE LAKE,WI,54868,BARRON,(715) 234-1515,98,2,0,99,90,9,1,95,83,14,3,93,78,20,2,91,,1673,631,38,01/01/2019,12/31/2019
520013,SACRED HEART HOSPITAL,900 W CLAIREMONT AVE,EAU CLAIRE,WI,54701,EAU CLAIRE,(715) 717-4121,97,3,0,99,89,9,2,94,84,15,1,94,80,19,1,93,,1512,492,33,01/01/2019,12/31/2019
520017,ST JOSEPH'S HOSPITAL,2661 COUNTY HWY I,CHIPPEWA FALLS,WI,54729,CHIPPEWA,(715) 717-7200,98,2,0,99,91,7,2,95,86,12,2,94,84,14,2,94,,1145,405,35,01/01/2019,12/31/2019
520021,UNITED HOSPITAL SYSTEM,6308 EIGHTH AVE,KENOSHA,WI,53143,KENOSHA,(262) 656-2011,,,,,,,,,,,,,,,,,4,,,,,
520028,THE MONROE CLINIC,2005 5TH STREET,MONROE,WI,53566,GREEN,(608) 324-1000,98,2,0,99,93,5,2,95,89,9,2,95,83,16,1,94,,1533,615,40,01/01/2019,12/31/2019
520030,ASPIRUS WAUSAU HOSPITAL,333 PINE RIDGE BLVD,WAUSAU,WI,54401,MARATHON,(715) 847-2121,,,,,,,,,,,,,,,,,4,,,,,
520033,ASPIRUS RIVERVIEW HOSPITAL & CLINICS INC,410 DEWEY ST,WISCONSIN RAPIDS,WI,54495,WOOD,(715) 423-6060,,,,,,,,,,,,,,,,,4,,,,,
520041,DIVINE SAVIOR HEALTHCARE,2817 NEW PINERY ROAD,PORTAGE,WI,53901,COLUMBIA,(608) 742-4131,98,2,0,99,93,6,1,96,86,11,3,94,74,22,4,89,,1144,392,35,01/01/2019,12/31/2019
520044,ST NICHOLAS HOSPITAL,3100 SUPERIOR AVE,SHEBOYGAN,WI,53081,SHEBOYGAN,(920) 459-8300,99,1,0,99,93,6,1,96,89,10,1,95,85,14,1,95,,2580,972,38,01/01/2019,12/31/2019
520045,THEDA CLARK MEDICAL CENTER,130 2ND ST,NEENAH,WI,54956,WINNEBAGO,(920) 729-3100,97,2,1,98,91,7,2,95,83,14,3,93,81,17,2,92,,1636,510,31,01/01/2019,12/31/2019
520049,BELLIN MEMORIAL HOSPITAL,744 S WEBSTER AVE,GREEN BAY,WI,54305,BROWN,(920) 433-3500,97,3,0,98,89,9,2,94,86,11,3,94,84,14,2,94,,2750,844,31,01/01/2019,12/31/2019
520057,SSM HEALTH ST CLARE HOSPITAL - BARABOO,707 14TH ST,BARABOO,WI,53913,SAUK,(608) 356-1400,98,2,0,99,94,5,1,97,90,8,2,95,88,10,2,95,,1106,420,38,01/01/2019,12/31/2019
520062,OCONOMOWOC MEMORIAL HOSPITAL,791 E SUMMIT AVE,OCONOMOWOC,WI,53066,WAUKESHA,(262) 569-9400,98,2,0,99,91,8,1,95,85,13,2,93,82,16,2,93,,814,317,39,01/01/2019,12/31/2019
520066,MERCY HEALTH SYSTEM CORP,1000 MINERAL POINT AVE,JANESVILLE,WI,53548,ROCK,(608) 756-6080,97,3,0,98,91,7,2,94,80,18,2,93,77,22,1,92,,1504,364,24,01/01/2019,12/31/2019
