"Facility Name","Facility ID","NPI","City/Town","State","ZIP Code","Year","ASC-9 Rate","ASC-9 Footnote","ASC-11 Rate","ASC-11 Footnote","ASC-12 Total Cases","ASC-12 Performance Category","ASC-12 RSHV Rate","ASC-12 Interval Lower Limit","ASC-12 Interval Upper Limit","ASC-12 Footnote","ASC-13 Rate","ASC-13 Footnote","ASC-14 Rate","ASC-14 Footnote","ASC-17 Total Cases","ASC-17 Performance Category","ASC-17 RSHV Rate","ASC-17 Interval Lower Limit","ASC-17 Interval Upper Limit","ASC-17 Footnote","ASC-18 Total Cases","ASC-18 Performance Category","ASC-18 RSHV Rate","ASC-18 Interval Lower Limit","ASC-18 Interval Upper Limit","ASC-18 Footnote","ASC-20 Sample","ASC-20 Rate","ASC-20 Footnote"
SACRAMENTO MIDTOWN ENDOSCOPY CENTER,55C0001083,1730563610,SACRAMENTO,CA,95819,2022,93.41,,N/A,5,1026,No Different Than the National Rate,9.9,7.4,13.5,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
SACRAMENTO MIDTOWN ENDOSCOPY CENTER,55C0001083,1730563610,SACRAMENTO,CA,95819,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,3,N/A,1
SMART PAIN MANAGEMENT SURGERY CTR AT GERMANTOWN,21C0001567,1730570003,GERMANTOWN,MD,20876,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
SMART PAIN MANAGEMENT SURGERY CTR AT GERMANTOWN,21C0001567,1730570003,GERMANTOWN,MD,20876,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,9,N/A,1
MEDSTAR MEDICAL GROUP SOUTHERN MARYLAND LLC,21C0001565,1730571118,HOLLYWOOD,MD,20636,2022,23.96,,N/A,5,2656,No Different Than the National Rate,9.7,7.5,12.4,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
MEDSTAR MEDICAL GROUP SOUTHERN MARYLAND LLC,21C0001565,1730571118,HOLLYWOOD,MD,20636,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,20,100,
AFSC OF SAN JUAN PSC,40C0001033,1730582792,SAN JUAN,PR,909,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
AFSC OF SAN JUAN PSC,40C0001033,1730582792,SAN JUAN,PR,909,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
SNAPFINGER VASCULAR ACCESS CENTER ASC LLC,11C0001485,1730601865,DECATUR,GA,30035,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
SNAPFINGER VASCULAR ACCESS CENTER ASC LLC,11C0001485,1730601865,DECATUR,GA,30035,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,14,71.4,
DULUTH SURGICAL SUITES LLC,24C0001096,1730603622,DULUTH,MN,55812,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100,,N/A,5,112,No Different Than the National Rate,2.1,1.4,3.2,,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
DULUTH SURGICAL SUITES LLC,24C0001096,1730603622,DULUTH,MN,55812,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,53,30.2,
GYPSY LANE ENDOSCOPY SUITES INC,36C0001304,1730614330,YOUNGSTOWN,OH,44505,2022,N/A,5,N/A,5,126,No Different Than the National Rate,10.5,7.5,14.6,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
GYPSY LANE ENDOSCOPY SUITES INC,36C0001304,1730614330,YOUNGSTOWN,OH,44505,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,8,N/A,1
PALM DESERT SURGERY CENTER A MEDICAL CORPORATION,05C0002256,1730642216,PALM DESERT,CA,92260,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100,,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
PALM DESERT SURGERY CENTER A MEDICAL CORPORATION,05C0002256,1730642216,PALM DESERT,CA,92260,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,5,N/A,1
MULTICARE HEALTH SYSTEM,50C0001024,1730687179,SPOKANE,WA,99202,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.13,,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
MULTICARE HEALTH SYSTEM,50C0001024,1730687179,SPOKANE,WA,99202,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,13,38.5,
ADVANCED SURGICAL CENTER OF SUNSET HILLS LLC,26C0001161,1730698374,SAINT LOUIS,MO,63127,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100,,N/A,5,78,No Different Than the National Rate,2.1,1.3,3.2,,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
ADVANCED SURGICAL CENTER OF SUNSET HILLS LLC,26C0001161,1730698374,SAINT LOUIS,MO,63127,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,53,94.4,
FLORIDA SPRINGS SURGERY CENTER LLC,10C0001671,1730713439,SPRING HILL,FL,34606,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100,,N/A,5,183,No Different Than the National Rate,2,1.3,3,,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
FLORIDA SPRINGS SURGERY CENTER LLC,10C0001671,1730713439,SPRING HILL,FL,34606,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,37,67.6,
ORTHOARIZONA SCOTTSDALE ASC LLC DBA ORTHOARIZONA SCOTTSDALE SURGERY CENTER,03C0001438,1730783523,SCOTTSDALE,AZ,85258,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100,,N/A,5,184,No Different Than the National Rate,2.4,1.6,3.6,,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
ORTHOARIZONA SCOTTSDALE ASC LLC DBA ORTHOARIZONA SCOTTSDALE SURGERY CENTER,03C0001438,1730783523,SCOTTSDALE,AZ,85258,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,62,86.5,
ZEO SURGICAL CENTER LLC DBA LENZA SURGICAL CENTER,45C0451247,1730789231,SAN ANTONIO,TX,78229,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0,,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
ZEO SURGICAL CENTER LLC DBA LENZA SURGICAL CENTER,45C0451247,1730789231,SAN ANTONIO,TX,78229,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
TALLAHASSEE ENDOSCOPY CENTER,10C0001141,1740201607,TALLAHASSEE,FL,32308,2022,89.07,,N/A,5,2164,No Different Than the National Rate,10.4,8.1,13.6,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
TALLAHASSEE ENDOSCOPY CENTER,10C0001141,1740201607,TALLAHASSEE,FL,32308,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,40,70,
SOUTH CAROLINA ENDOSCOPY CENTER,42C0001026,1740210459,WEST COLUMBIA,SC,29169,2022,N/A,5,N/A,5,5044,No Different Than the National Rate,9.1,7.2,11.4,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
SOUTH CAROLINA ENDOSCOPY CENTER,42C0001026,1740210459,WEST COLUMBIA,SC,29169,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,76,87.2,
SARASOTA AMBULATORY SURGERY CENTER,10C0001356,1740230523,SARASOTA,FL,34231,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100,,N/A,5,293,No Different Than the National Rate,1.9,1.4,2.8,,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
SARASOTA AMBULATORY SURGERY CENTER,10C0001356,1740230523,SARASOTA,FL,34231,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,29,100,
STONEGATE SURGERY CENTER LP,45C0001430,1740231489,AUSTIN,TX,78745,2022,99.15,,N/A,5,236,No Different Than the National Rate,10.6,7.5,14.8,,100,,N/A,5,39,No Different Than the National Rate,2.3,1.5,3.5,,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
STONEGATE SURGERY CENTER LP,45C0001430,1740231489,AUSTIN,TX,78745,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,52,92.3,
PRINCESS ANNE AMBULATORY SURGERY MANAGEMENT LLC,49C0001045,1740236454,VIRGINIA BEACH,VA,23456,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,99.95,,N/A,5,627,No Different Than the National Rate,2,1.4,2.8,,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
PRINCESS ANNE AMBULATORY SURGERY MANAGEMENT LLC,49C0001045,1740236454,VIRGINIA BEACH,VA,23456,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,123,80.5,
CHEYENNE SKIN CLINIC,53C0001009,1740241595,CHEYENNE,WY,82009,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
CHEYENNE SKIN CLINIC,53C0001009,1740241595,CHEYENNE,WY,82009,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,20,100,
PREMIER SURGERY CENTER OF LOUISVILLE LP DBA PREMIER SURGERY CENTER OF LOUISVILLE,18C0001003,1740246792,LOUISVILLE,KY,40245,2022,84.58,,N/A,5,867,No Different Than the National Rate,10.8,8,14.6,,100,,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
PREMIER SURGERY CENTER OF LOUISVILLE LP DBA PREMIER SURGERY CENTER OF LOUISVILLE,18C0001003,1740246792,LOUISVILLE,KY,40245,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,147,91.9,
NORTH FLORIDA GI CENTER DBA NORTH FLORIDA ENDOSCOPY CENTER,10C0001314,1740251909,GAINESVILLE,FL,32605,2022,96.28,,N/A,5,3966,No Different Than the National Rate,10.7,8.6,13.3,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
NORTH FLORIDA GI CENTER DBA NORTH FLORIDA ENDOSCOPY CENTER,10C0001314,1740251909,GAINESVILLE,FL,32605,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,72,91.7,
DIGESTIVE HEALTH CENTER,29C0001026,1740254572,RENO,NV,89511,2022,93.31,,N/A,5,3058,No Different Than the National Rate,10.8,8.5,13.7,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
DIGESTIVE HEALTH CENTER,29C0001026,1740254572,RENO,NV,89511,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,38,89.5,
STARK AMBULATORY SURGERY CENTER LLC,36C0001196,1740260926,CANTON,OH,44718,2022,36.18,,N/A,5,1339,No Different Than the National Rate,10.5,7.9,14,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
STARK AMBULATORY SURGERY CENTER LLC,36C0001196,1740260926,CANTON,OH,44718,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,17,96.3,
ENDO SURGICAL CENTER OF NORTH JERSEY,31C0001053,1740261882,CLIFTON,NJ,7013,2022,N/A,5,N/A,5,136,No Different Than the National Rate,10.1,7.2,13.9,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
ENDO SURGICAL CENTER OF NORTH JERSEY,31C0001053,1740261882,CLIFTON,NJ,7013,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
MAGNOLIA ENDOSCOPY CENTER LLC,25C0001043,1740264274,CORINTH,MS,38834,2022,82.91,,N/A,5,854,No Different Than the National Rate,11.7,8.8,15.4,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
MAGNOLIA ENDOSCOPY CENTER LLC,25C0001043,1740264274,CORINTH,MS,38834,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,9,N/A,1
EYES OF YORK SURGICAL CENTER LLC,39C0001199,1740264811,YORK,PA,17408,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.25,,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
EYES OF YORK SURGICAL CENTER LLC,39C0001199,1740264811,YORK,PA,17408,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,19,89.5,
TRANSSOUTH HEALTH CARE PC DBA DDC SURGERY CENTER,44C0001059,1740277821,JACKSON,TN,38305,2022,74.19,,N/A,5,760,No Different Than the National Rate,11,8.2,15.1,,0,,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
TRANSSOUTH HEALTH CARE PC DBA DDC SURGERY CENTER,44C0001059,1740277821,JACKSON,TN,38305,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,18,100,
WESTERN MARYLAND SURGICENTER,21C0001198,1740283837,CUMBERLAND,MD,21502,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
WESTERN MARYLAND SURGICENTER,21C0001198,1740283837,CUMBERLAND,MD,21502,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
ARIZONA OUTPATIENT SURGERY CENTER,03C0001092,1740287168,PHOENIX,AZ,85016,2022,N/A,5,N/A,5,172,No Different Than the National Rate,10.8,7.7,15.1,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
ARIZONA OUTPATIENT SURGERY CENTER,03C0001092,1740287168,PHOENIX,AZ,85016,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
GULF COAST SURGICAL PARTNERS LLC,01C0001042,1740288679,MOBILE,AL,36608,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100,,N/A,5,261,No Different Than the National Rate,2.1,1.5,3.2,,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
GULF COAST SURGICAL PARTNERS LLC,01C0001042,1740288679,MOBILE,AL,36608,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,102,84.4,
KOOTENAI OUTPATIENT SURGERY,13C0001037,1740289024,COEUR D ALENE,ID,83814,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,94.06,,N/A,5,208,No Different Than the National Rate,2.2,1.5,3.3,,117,No Different Than the National Rate,4.5,2.8,6.8,,,N/A,5
KOOTENAI OUTPATIENT SURGERY,13C0001037,1740289024,COEUR D ALENE,ID,83814,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,87,82.1,
PEACH STATE SURGICAL CENTERS INC,11C0001301,1740312040,PERRY,GA,31069,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
PEACH STATE SURGICAL CENTERS INC,11C0001301,1740312040,PERRY,GA,31069,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
PLAZA SURGERY CENTER,05C0001620,1740318153,SANTA MARIA,CA,93454,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100,,N/A,5,158,No Different Than the National Rate,2.4,1.6,3.7,,153,No Different Than the National Rate,5.1,3.4,7.6,,,N/A,5
PLAZA SURGERY CENTER,05C0001620,1740318153,SANTA MARIA,CA,93454,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,58,100,
ENDOSCOPY CONSULTANTS LLC,11C0001223,1740328947,ATLANTA,GA,30342,2022,100,,N/A,5,483,No Different Than the National Rate,10.6,7.7,14.6,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
ENDOSCOPY CONSULTANTS LLC,11C0001223,1740328947,ATLANTA,GA,30342,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,28,92.9,
DIAGNOSTIC AND INTERVENTIONAL SURGICAL CENTER,05C0002291,1740337435,MARINA DEL REY,CA,90292,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100,,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
DIAGNOSTIC AND INTERVENTIONAL SURGICAL CENTER,05C0002291,1740337435,MARINA DEL REY,CA,90292,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
SUMMIT SURGICAL ASSOCIATES LLC,05C0002000,1740371665,BEVERLY HILLS,CA,90210,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,,N/A,5
SUMMIT SURGICAL ASSOCIATES LLC,05C0002000,1740371665,BEVERLY HILLS,CA,90210,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
GULF COAST OUTPATIENT SURGERY CENTER LLC DBA GULF COAST OUTPATIENT SURGERY CENTER,25C0001044,1740385632,BILOXI,MS,39531,2022,N/A,1,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,99.82,,0.83,,87,No Different Than the National Rate,1.9,1.3,3,,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,,N/A,5
GULF COAST OUTPATIENT SURGERY CENTER LLC DBA GULF COAST OUTPATIENT SURGERY CENTER,25C0001044,1740385632,BILOXI,MS,39531,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,90,87.9,
ANNE ARUNDEL DIGESTIVE CENTER,21C0001208,1740387257,PASADENA,MD,21122,2022,57.14,,N/A,5,1322,No Different Than the National Rate,9.5,7.1,12.6,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
ANNE ARUNDEL DIGESTIVE CENTER,21C0001208,1740387257,PASADENA,MD,21122,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,31,100,
YAMHILL VALLEY SURGICAL CENTER INC,38C0001042,1740394741,MCMINNVILLE,OR,97128,2022,100,,N/A,5,363,No Different Than the National Rate,12.2,8.9,16.5,,N/A,5,0,,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
YAMHILL VALLEY SURGICAL CENTER INC,38C0001042,1740394741,MCMINNVILLE,OR,97128,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,8,N/A,1
HARRISON SURGERY CENTER LLC,04C0001067,1740398445,MOUNTAIN HOME,AR,72653,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0,,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
HARRISON SURGERY CENTER LLC,04C0001067,1740398445,MOUNTAIN HOME,AR,72653,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,11,90.9,
BOSTON ENDOSCOPY CENTER INC,22C0001036,1740398734,WELLESLEY HILLS,MA,2481,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
BOSTON ENDOSCOPY CENTER INC,22C0001036,1740398734,WELLESLEY HILLS,MA,2481,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,53,97.5,
EASTSIDE PODIATRY ASC,50C0001073,1740408293,BELLEVUE,WA,98004,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
EASTSIDE PODIATRY ASC,50C0001073,1740408293,BELLEVUE,WA,98004,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
ATLANTIC SURGERY AND LASER CENTER LLC,10C0001544,1740413400,MELBOURNE,FL,32940,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.07,,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
ATLANTIC SURGERY AND LASER CENTER LLC,10C0001544,1740413400,MELBOURNE,FL,32940,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,34,97.1,
GASTRO CARE LLC,36C0001257,1740424944,SPRINGFIELD,OH,45503,2022,98.2,,N/A,5,523,No Different Than the National Rate,10.2,7.5,13.9,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
