"Facility Name","Facility ID","NPI","City/Town","State","ZIP Code","Year","ASC-9 Rate","ASC-9 Footnote","ASC-11 Rate","ASC-11 Footnote","ASC-12 Total Cases","ASC-12 Performance Category","ASC-12 RSHV Rate","ASC-12 Interval Lower Limit","ASC-12 Interval Upper Limit","ASC-12 Footnote","ASC-13 Rate","ASC-13 Footnote","ASC-14 Rate","ASC-14 Footnote","ASC-17 Total Cases","ASC-17 Performance Category","ASC-17 RSHV Rate","ASC-17 Interval Lower Limit","ASC-17 Interval Upper Limit","ASC-17 Footnote","ASC-18 Total Cases","ASC-18 Performance Category","ASC-18 RSHV Rate","ASC-18 Interval Lower Limit","ASC-18 Interval Upper Limit","ASC-18 Footnote","ASC-19 Total Cases","ASC-19 Performance Category","ASC-19 RSHV Rate","ASC-19 Interval Lower Limit","ASC-19 Interval Upper Limit","ASC-19 Footnote","ASC-20 Sample","ASC-20 Rate","ASC-20 Footnote"
ASCENT SURGERY CENTER LLC,06C0001072,1861663098,COLORADO SPRINGS,CO,80919,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,26,89.90,
LIFEBRIDGE INVESTMENTS INC,21C0001063,1861689382,TOWSON,MD,21286,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
LIFEBRIDGE INVESTMENTS INC,21C0001063,1861689382,TOWSON,MD,21286,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,18,98.30,
INLAND OUTPATIENT SURGERY CENTER INC,05C0001732,1861702359,RIVERSIDE,CA,92506,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
INLAND OUTPATIENT SURGERY CENTER INC,05C0001732,1861702359,RIVERSIDE,CA,92506,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,8,N/A,1
ADVANCED SURGERY CENTER OF SARASOTA LLC,10C0001577,1861740508,SARASOTA,FL,34232,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100.00,,N/A,5,905,No Different Than the National Rate,2.0,1.5,2.8,,N/A,N/A,N/A,N/A,N/A,5,43,No Different than expected,1.0,0.6,1.9,,,N/A,5
ADVANCED SURGERY CENTER OF SARASOTA LLC,10C0001577,1861740508,SARASOTA,FL,34232,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100,89.00,
FLUSHING ENDOSCOPY CENTER LLC,33C0001140,1861743601,FLUSHING,NY,11355,2022,13.27,,N/A,5,587,No Different Than the National Rate,8.4,6.0,12.1,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,,N/A,5
FLUSHING ENDOSCOPY CENTER LLC,33C0001140,1861743601,FLUSHING,NY,11355,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,68,100.00,
PAIN CARE PROVIDERS A PROFESSIONAL MEDICAL CORPORATION,05C0002004,1861760670,IRVINE,CA,92618,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
PAIN CARE PROVIDERS A PROFESSIONAL MEDICAL CORPORATION,05C0002004,1861760670,IRVINE,CA,92618,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,4,N/A,1
HAYS SURGERY CENTER,45C0001544,1861766016,KYLE,TX,78640,2022,N/A,5,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,100.00,,0.46,,66,No Different Than the National Rate,2.2,1.3,3.4,,35,No Different Than the National Rate,5.5,3.5,8.8,,28,No Different than expected,1.3,0.7,2.2,,,N/A,5
HAYS SURGERY CENTER,45C0001544,1861766016,KYLE,TX,78640,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,54,100.00,
CENTER FOR AMBULATORY AND MINIMALLY INVASIVE SURGERY LLC,31C0001284,1861782591,EATONTOWN,NJ,07724,2022,86.62,,N/A,5,762,No Different Than the National Rate,9.4,6.8,13.2,,88.54,,0.11,,413,No Different Than the National Rate,1.8,1.2,2.8,,249,No Different Than the National Rate,3.8,2.6,5.6,,101,No Different than expected,0.9,0.6,1.5,,,N/A,5
CENTER FOR AMBULATORY AND MINIMALLY INVASIVE SURGERY LLC,31C0001284,1861782591,EATONTOWN,NJ,07724,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,89,100.00,
DENVILLE SURGERY CENTER,31C0001150,1861804585,DENVILLE,NJ,07834,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100.00,,N/A,5,145,No Different Than the National Rate,2.2,1.5,3.6,,38,No Different Than the National Rate,4.7,3.0,7.3,,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,,N/A,5
DENVILLE SURGERY CENTER,31C0001150,1861804585,DENVILLE,NJ,07834,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,77,97.40,
VADNAIS HEIGHTS SURGERY CENTER,24C0001078,1861825986,VADNAIS HEIGHTS,MN,55127,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,98.99,,N/A,5,468,No Different Than the National Rate,1.9,1.3,2.7,,N/A,N/A,N/A,N/A,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,,N/A,5
VADNAIS HEIGHTS SURGERY CENTER,24C0001078,1861825986,VADNAIS HEIGHTS,MN,55127,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,521,93.30,
PMC SURGICAL CENTER LLC DBA GRANITE STATE SURGICENTER,30C0001038,1861877425,MERRIMACK,NH,03054,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
PMC SURGICAL CENTER LLC DBA GRANITE STATE SURGICENTER,30C0001038,1861877425,MERRIMACK,NH,03054,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,14,100.00,
BERKSHIRE EYE LLC,39C0001123,1861905176,WYOMISSING,PA,19610,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.32,,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,,N/A,5
BERKSHIRE EYE LLC,39C0001123,1861905176,WYOMISSING,PA,19610,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,28,100.00,
UNITED SURGERY CENTER ORANGE LLC,05C0001272,1861907107,ORANGE,CA,92868,2022,27.90,,N/A,5,661,No Different Than the National Rate,9.3,6.5,13.1,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
UNITED SURGERY CENTER ORANGE LLC,05C0001272,1861907107,ORANGE,CA,92868,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,13,94.90,
SJV MANAGEMENT LLC DBA SOUTH JERSEY VASCULAR SURGERY CENTER,31C0001347,1861913220,MOUNT LAUREL,NJ,08054,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
SJV MANAGEMENT LLC DBA SOUTH JERSEY VASCULAR SURGERY CENTER,31C0001347,1861913220,MOUNT LAUREL,NJ,08054,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,18,87.00,
METHODIST CRAIG RANCH SURGERY CENTER,45C0001638,1861931263,MCKINNEY,TX,75070,2022,75.63,,N/A,5,112,No Different Than the National Rate,10.2,7.0,15.0,,96.95,,N/A,5,138,No Different Than the National Rate,2.2,1.4,3.4,,N/A,N/A,N/A,N/A,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,,N/A,5
METHODIST CRAIG RANCH SURGERY CENTER,45C0001638,1861931263,MCKINNEY,TX,75070,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,237,95.30,
FLINT REGION ASC LLC,23C0001136,1861947558,FLINT,MI,48507,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,85.54,,N/A,5,67,No Different Than the National Rate,2.4,1.6,3.6,,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,7,,N/A,5
FLINT REGION ASC LLC,23C0001136,1861947558,FLINT,MI,48507,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,11,90.90,
SOUTHWEST ENDOSCOPY PARTNERS LLC,06C0001064,1871007880,DURANGO,CO,81301,2022,81.25,,N/A,5,457,No Different Than the National Rate,9.6,6.7,14.0,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
SOUTHWEST ENDOSCOPY PARTNERS LLC,06C0001064,1871007880,DURANGO,CO,81301,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,10,N/A,1
PORTNEUF ASC LLC,13C0001038,1871016071,POCATELLO,ID,83201,2022,93.12,,N/A,5,637,No Different Than the National Rate,10.1,7.1,14.3,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
PORTNEUF ASC LLC,13C0001038,1871016071,POCATELLO,ID,83201,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,28,89.30,
ACCESS CARE PHYSICIANS OF NJ LLC,31C0001330,1871026120,WOODLAND PARK,NJ,07424,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
ACCESS CARE PHYSICIANS OF NJ LLC,31C0001330,1871026120,WOODLAND PARK,NJ,07424,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,10,N/A,1
OLIVE AMBULATORY SURGERY CENTER DBA NORTH CAMPUS SURGERY CENTER,26C0001157,1871032680,SAINT LOUIS,MO,63141,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100.00,,N/A,5,207,No Different Than the National Rate,2.8,1.8,4.3,,N/A,N/A,N/A,N/A,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,,N/A,5
OLIVE AMBULATORY SURGERY CENTER DBA NORTH CAMPUS SURGERY CENTER,26C0001157,1871032680,SAINT LOUIS,MO,63141,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,93,91.00,
EVERGREEN EYE CENTER,50C0001247,1871095489,SEATTLE,WA,98104,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.00,,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
EVERGREEN EYE CENTER,50C0001247,1871095489,SEATTLE,WA,98104,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,7,N/A,1
WICHITA FALLS SPECIALTY ASC LLC DBA MOMENTUM SPECIALTY SURGERY CENTER,45C0451246,1871169136,WICHITA FALLS,TX,76310,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100.00,,0.00,,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,,N/A,5
WICHITA FALLS SPECIALTY ASC LLC DBA MOMENTUM SPECIALTY SURGERY CENTER,45C0451246,1871169136,WICHITA FALLS,TX,76310,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
BARNET DULANEY PERKINS EYE CENTER II PLLC DBA AMERICAN VISION PARTNERS,03C0001044,1871260224,MESA,AZ,85201,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.43,,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
BARNET DULANEY PERKINS EYE CENTER II PLLC DBA AMERICAN VISION PARTNERS,03C0001044,1871260224,MESA,AZ,85201,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,14,85.30,
JOHNS HOPKINS SURGERY CENTERS SERIES,21C0001650,1871260554,COLUMBIA,MD,21044,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,1,0.26,,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
JOHNS HOPKINS SURGERY CENTERS SERIES,21C0001650,1871260554,COLUMBIA,MD,21044,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
SQUAW PEAK SURGICAL FACILITY INC,03C0001220,1871513705,PHOENIX,AZ,85020,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100.00,,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,,N/A,5
SQUAW PEAK SURGICAL FACILITY INC,03C0001220,1871513705,PHOENIX,AZ,85020,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
GREENBELT UROLOGY INSTITUTE LLC,21C0001490,1871514067,GREENBELT,MD,20770,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,158,No Different Than the National Rate,4.6,3.1,6.7,,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,,N/A,5
GREENBELT UROLOGY INSTITUTE LLC,21C0001490,1871514067,GREENBELT,MD,20770,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,10,N/A,1
THE SKIN CANCER CENTER INC,36C0001209,1871526004,CINCINNATI,OH,45219,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,5,389,No Different than expected,1.0,0.6,1.6,,,N/A,5
THE SKIN CANCER CENTER INC,36C0001209,1871526004,CINCINNATI,OH,45219,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
PRG DALLAS ASC LP,45C0001023,1871529388,DALLAS,TX,75243,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.03,,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,,N/A,5
PRG DALLAS ASC LP,45C0001023,1871529388,DALLAS,TX,75243,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,37,83.80,
NORTH HOUSTON ENDOSCOPY AND SURGERY,45C0001298,1871531244,HOUSTON,TX,77090,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
NORTH HOUSTON ENDOSCOPY AND SURGERY,45C0001298,1871531244,HOUSTON,TX,77090,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,38,94.70,
SSM HEALTH ENDOSCOPY CENTER,26C0001077,1871536037,SAINT PETERS,MO,63376,2022,93.53,,N/A,5,1788,No Different Than the National Rate,10.8,8.1,14.5,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
SSM HEALTH ENDOSCOPY CENTER,26C0001077,1871536037,SAINT PETERS,MO,63376,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,29,96.60,
ROCKFORD GASTROENTEROLOGY ASSOCIATES LTD,14C0001059,1871536763,ROCKFORD,IL,61107,2022,92.10,,N/A,5,3057,No Different Than the National Rate,9.8,7.6,12.7,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
ROCKFORD GASTROENTEROLOGY ASSOCIATES LTD,14C0001059,1871536763,ROCKFORD,IL,61107,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,144,93.20,
INLAND EYE SPECIALISTS A MEDICAL CORP,05C0001623,1871538140,MURRIETA,CA,92562,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.15,,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,,N/A,5
INLAND EYE SPECIALISTS A MEDICAL CORP,05C0001623,1871538140,MURRIETA,CA,92562,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,38,86.80,
SOUTHWEST ENDOSCOPY LTD,32C0001102,1871538694,ALBUQUERQUE,NM,87109,2022,94.74,,N/A,5,3948,No Different Than the National Rate,8.6,6.7,11.0,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
SOUTHWEST ENDOSCOPY LTD,32C0001102,1871538694,ALBUQUERQUE,NM,87109,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,60,100.00,
CONNECTICUT SURGERY CENTER LIMITED PARTNERSHIP,07C0001005,1871550392,HARTFORD,CT,06105,2022,93.75,,N/A,5,128,No Different Than the National Rate,10.3,7.1,15.2,,99.75,,0.00,,56,No Different Than the National Rate,2.2,1.4,3.4,,36,No Different Than the National Rate,4.7,2.9,7.3,,74,No Different than expected,1.1,0.6,1.8,,,N/A,5
CONNECTICUT SURGERY CENTER LIMITED PARTNERSHIP,07C0001005,1871550392,HARTFORD,CT,06105,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,65,100.00,
PORT ST LUCIE SURGERY CENTER LTD,10C0001273,1871557652,PORT ST LUCIE,FL,34952,2022,80.95,,N/A,5,570,No Different Than the National Rate,11.1,7.9,15.3,,100.00,,N/A,5,69,No Different Than the National Rate,2.0,1.3,3.2,,114,No Different Than the National Rate,5.9,3.9,8.4,,125,No Different than expected,1.0,0.6,1.8,,,N/A,5
PORT ST LUCIE SURGERY CENTER LTD,10C0001273,1871557652,PORT ST LUCIE,FL,34952,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,123,78.90,
GASTROINTESTINAL ENDOSCOPY ASSOCIATES LLC,21C0001192,1871568329,ROCKVILLE,MD,20850,2022,89.56,,N/A,5,1732,No Different Than the National Rate,8.3,6.1,11.3,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,55,No Different than expected,1.1,0.6,1.9,,,N/A,5
GASTROINTESTINAL ENDOSCOPY ASSOCIATES LLC,21C0001192,1871568329,ROCKVILLE,MD,20850,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,22,100.00,
ARIZONA DIGESTIVE INSTITUTE LLC,03C0001259,1871570424,TUCSON,AZ,85741,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
ARIZONA DIGESTIVE INSTITUTE LLC,03C0001259,1871570424,TUCSON,AZ,85741,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,51,86.30,
SURGERY CENTER AT REGENCY PARK LLC,36C0001090,1871574145,TOELDO,OH,43623,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100.00,,0.34,,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,162,No Different Than the National Rate,4.3,2.9,6.4,,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,,N/A,5
SURGERY CENTER AT REGENCY PARK LLC,36C0001090,1871574145,TOELDO,OH,43623,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,70,32.70,
SURGERY CENTER AT REGENCY PARK,36C0001307,1871574145,TOLEDO,OH,43623,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100.00,,0.34,,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,162,No Different Than the National Rate,4.3,2.9,6.4,,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,,N/A,5
