"Facility Name","Facility ID","State","Fiscal Year","PSI 90 Composite Value","PSI 90 Composite Value Footnote","PSI 90 W Z Score","PSI 90 W Z Footnote","PSI 90 Start Date","PSI 90 End Date","CLABSI SIR","CLABSI SIR Footnote","CLABSI W Z Score","CLABSI W Z Footnote","CAUTI SIR","CAUTI SIR Footnote","CAUTI W Z Score","CAUTI W Z Footnote","SSI SIR","SSI SIR Footnote","SSI W Z Score","SSI W Z Footnote","CDI SIR","CDI SIR Footnote","CDI W Z Score","CDI W Z Footnote","MRSA SIR","MRSA SIR Footnote","MRSA W Z Score","MRSA W Z Footnote","HAI Measures Start Date","HAI Measures End Date","Total HAC Score","Total HAC Score Footnote","Payment Reduction","Payment Reduction Footnote"
COMMUNITY MEMORIAL HOSPITAL,490098,VA,2024,0.9223,,-0.6145,,01/01/2021,06/30/2022,0.000,,-1.3794,,0.561,,-0.2540,,N/A,13,N/A,5,0.142,,-0.9906,,N/A,13,N/A,5,01/01/2022,12/31/2022,-0.8097,,No,
INOVA FAIR OAKS HOSPITAL,490101,VA,2024,0.7769,,-1.5902,,01/01/2021,06/30/2022,0.566,,-0.4367,,1.940,,2.3067,,0.435,,-0.6318,,0.087,,-1.1555,,0.505,,-0.6001,,01/01/2022,12/31/2022,-0.3513,,No,
HIRAM W DAVIS MEDICAL CENTER,490104,VA,2024,N/A,5,N/A,5,01/01/2021,06/30/2022,N/A,13,N/A,5,N/A,13,N/A,5,N/A,18,2.1665,18,N/A,18,2.3099,18,N/A,18,2.2744,18,01/01/2022,12/31/2022,2.2503,18,Yes,
RESTON HOSPITAL CENTER,490107,VA,2024,0.7154,,-1.5902,,01/01/2021,06/30/2022,0.719,,-0.1818,,0.000,,-1.3018,,0.662,,-0.2632,,0.216,,-0.7688,,1.061,,0.2775,,01/01/2022,12/31/2022,-0.6381,,No,
LEWISGALE HOSPITAL MONTGOMERY,490110,VA,2024,0.9278,,-0.5678,,01/01/2021,06/30/2022,0.000,,-1.3794,,0.000,,-1.3018,,0.637,,-0.3038,,0.388,,-0.2532,,0.538,,-0.5480,,01/01/2022,12/31/2022,-0.7257,,No,
WYTHE COUNTY COMMUNITY HOSPITAL,490111,VA,2024,1.0510,,0.4780,,01/01/2021,06/30/2022,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,0.508,,0.1066,,N/A,13,N/A,5,01/01/2022,12/31/2022,0.2923,,No,
CJW MEDICAL CENTER,490112,VA,2024,1.0662,,0.6076,,01/01/2021,06/30/2022,0.224,,-1.0063,,0.058,,-1.1935,,0.910,,0.1396,,0.068,,-1.2125,,0.569,,-0.4991,,01/01/2022,12/31/2022,-0.5274,,No,
SENTARA NORTHERN VIRGINIA MEDICAL CENTER,490113,VA,2024,0.9539,,-0.3468,,01/01/2021,06/30/2022,0.699,,-0.2152,,0.672,,-0.0467,,1.717,,1.4502,,0.255,,-0.6519,,1.460,,0.9074,,01/01/2022,12/31/2022,0.1828,,No,
LONESOME PINE HOSPITAL,490114,VA,2024,0.9651,,-0.2517,,01/01/2021,06/30/2022,N/A,13,N/A,5,0.654,,-0.0803,,1.859,,1.6809,,0.413,,-0.1782,,N/A,13,N/A,5,01/01/2022,12/31/2022,0.2926,,No,
TWIN COUNTY REGIONAL HOSPITAL,490115,VA,2024,0.9485,,-0.3925,,01/01/2021,06/30/2022,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,0.000,,-1.4163,,N/A,13,N/A,5,01/01/2022,12/31/2022,-0.9044,,No,
LEWISGALE HOSPITAL PULASKI,490116,VA,2024,0.9576,,-0.3154,,01/01/2021,06/30/2022,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,0.000,,-1.4163,,N/A,13,N/A,5,01/01/2022,12/31/2022,-0.8659,,No,
CARILION TAZEWELL COMMUNITY HOSPITAL,490117,VA,2024,N/A,13,N/A,5,01/01/2021,06/30/2022,N/A,13,N/A,5,N/A,13,N/A,5,N/A,18,2.1665,18,N/A,13,N/A,5,N/A,13,N/A,5,01/01/2022,12/31/2022,2.1665,18,Yes,
HENRICO DOCTORS' HOSPITAL,490118,VA,2024,0.6745,,-1.5902,,01/01/2021,06/30/2022,0.206,,-1.0363,,0.270,,-0.7975,,0.369,,-0.7390,,0.071,,-1.2035,,0.322,,-0.8890,,01/01/2022,12/31/2022,-1.0426,,No,
SENTARA PRINCESS ANNE HOSPITAL,490119,VA,2024,1.0664,,0.6085,,01/01/2021,06/30/2022,0.360,,-0.7798,,0.299,,-0.7434,,0.632,,-0.3119,,0.308,,-0.4930,,0.853,,-0.0508,,01/01/2022,12/31/2022,-0.2951,,No,
CHESAPEAKE GENERAL HOSPITAL,490120,VA,2024,1.0333,,0.3274,,01/01/2021,06/30/2022,0.780,,-0.0802,,1.465,,1.4344,,0.389,,-0.7066,,0.487,,0.0436,,0.798,,-0.1376,,01/01/2022,12/31/2022,0.1468,,No,
INOVA MOUNT VERNON HOSPITAL,490122,VA,2024,0.8140,,-1.5349,,01/01/2021,06/30/2022,0.000,,-1.3794,,0.376,,-0.5996,,N/A,13,N/A,5,0.236,,-0.7088,,2.740,,2.2744,,01/01/2022,12/31/2022,-0.3897,,No,
LEWISGALE HOSPITAL ALLEGHANY,490126,VA,2024,0.9779,,-0.1427,,01/01/2021,06/30/2022,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,0.000,,-1.4163,,N/A,13,N/A,5,01/01/2022,12/31/2022,-0.7795,,No,
BUCHANAN GENERAL HOSPITAL,490127,VA,2024,0.9844,,-0.0875,,01/01/2021,06/30/2022,N/A,13,N/A,5,N/A,13,N/A,5,N/A,11,2.1665,11,N/A,11,2.3099,11,N/A,11,2.2744,11,01/01/2022,12/31/2022,1.6658,,Yes,
RIVERSIDE WALTER REED HOSPITAL,490130,VA,2024,0.9490,,-0.3879,,01/01/2021,06/30/2022,0.000,,-1.3794,,N/A,13,N/A,5,0.000,,-1.3383,,0.500,,0.0826,,N/A,13,N/A,5,01/01/2022,12/31/2022,-0.7558,,No,
BON SECOURS ST FRANCIS MEDICAL CENTER,490136,VA,2024,0.9959,,0.0105,,01/01/2021,06/30/2022,N/A,13,N/A,5,N/A,13,N/A,5,2.008,,1.9228,,0.126,,-1.0386,,1.078,,0.3044,,01/01/2022,12/31/2022,0.2998,,No,
"STAFFORD HOSPITAL, LLC",490140,VA,2024,1.0564,,0.5237,,01/01/2021,06/30/2022,0.000,,-1.3794,,0.000,,-1.3018,,2.710,,2.1665,,0.366,,-0.3191,,N/A,13,N/A,5,01/01/2022,12/31/2022,-0.0620,,No,
SPOTSYLVANIA REGIONAL MEDICAL CENTER,490141,VA,2024,0.9523,,-0.3605,,01/01/2021,06/30/2022,0.579,,-0.4150,,0.557,,-0.2615,,0.000,,-1.3383,,0.000,,-1.4163,,0.000,,-1.3973,,01/01/2022,12/31/2022,-0.8648,,No,
RIVERSIDE DOCTORS' HOSPITAL OF WILLIAMSBURG,490143,VA,2024,1.0084,,0.1163,,01/01/2021,06/30/2022,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,0.377,,-0.2861,,N/A,13,N/A,5,01/01/2022,12/31/2022,-0.0849,,No,
UVA HEALTH HAYMARKET MEDICAL CENTER,490144,VA,2024,0.8867,,-0.9170,,01/01/2021,06/30/2022,N/A,13,N/A,5,N/A,13,N/A,5,1.864,,1.6890,,0.000,,-1.4163,,N/A,13,N/A,5,01/01/2022,12/31/2022,-0.2148,,No,
STONESPRINGS HOSPITAL CENTER,490145,VA,2024,0.9281,,-0.5658,,01/01/2021,06/30/2022,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,0.000,,-1.4163,,N/A,13,N/A,5,01/01/2022,12/31/2022,-0.9910,,No,
PROVIDENCE ST MARY MEDICAL CENTER,500002,WA,2024,0.8393,,-1.3197,,01/01/2021,06/30/2022,0.963,,0.2246,,0.430,,-0.4987,,0.519,,-0.4954,,0.733,,0.7811,,N/A,13,N/A,5,01/01/2022,12/31/2022,-0.2616,,No,
SKAGIT VALLEY HOSPITAL,500003,WA,2024,0.9423,,-0.4448,,01/01/2021,06/30/2022,0.790,,-0.0636,,1.655,,1.7893,,2.795,,2.1665,,0.229,,-0.7298,,0.000,,-1.3973,,01/01/2022,12/31/2022,0.2201,,No,
VIRGINIA MASON MEDICAL CENTER,500005,WA,2024,0.7822,,-1.5902,,01/01/2021,06/30/2022,0.229,,-0.9980,,0.120,,-1.0777,,0.544,,-0.4548,,0.241,,-0.6938,,0.174,,-1.1226,,01/01/2022,12/31/2022,-0.9895,,No,
ISLAND HOSPITAL,500007,WA,2024,1.0452,,0.4284,,01/01/2021,06/30/2022,N/A,13,N/A,5,N/A,13,N/A,5,0.000,,-1.3383,,0.000,,-1.4163,,N/A,13,N/A,5,01/01/2022,12/31/2022,-0.7754,,No,
UNIVERSITY OF WASHINGTON MEDICAL CTR,500008,WA,2024,1.1025,,0.9153,,01/01/2021,06/30/2022,0.965,,0.2279,,1.024,,0.6108,,0.361,,-0.7520,,1.087,,1.8423,,1.031,,0.2302,,01/01/2022,12/31/2022,0.5124,,Yes,
HIGHLINE MEDICAL CENTER,500011,WA,2024,0.8835,,-0.9441,,01/01/2021,06/30/2022,1.439,,1.0174,,1.163,,0.8704,,0.000,,-1.3383,,0.451,,-0.0643,,1.151,,0.4196,,01/01/2022,12/31/2022,-0.0066,,No,
PROVIDENCE REGIONAL MEDICAL CENTER EVERETT,500014,WA,2024,1.0920,,0.8266,,01/01/2021,06/30/2022,0.775,,-0.0886,,1.217,,0.9712,,0.744,,-0.1300,,0.377,,-0.2861,,0.510,,-0.5922,,01/01/2022,12/31/2022,0.1168,,No,
MULTICARE AUBURN MEDICAL CENTER,500015,WA,2024,1.1202,,1.0661,,01/01/2021,06/30/2022,1.001,,0.2879,,0.642,,-0.1027,,0.000,,-1.3383,,0.214,,-0.7748,,1.457,,0.9026,,01/01/2022,12/31/2022,0.0068,,No,
CENTRAL WASHINGTON HOSPITAL,500016,WA,2024,0.9980,,0.0278,,01/01/2021,06/30/2022,0.392,,-0.7265,,1.881,,2.2114,,1.112,,0.4677,,0.911,,1.3147,,0.000,,-1.3973,,01/01/2022,12/31/2022,0.3163,,No,
PROVIDENCE CENTRALIA HOSPITAL,500019,WA,2024,0.9488,,-0.3898,,01/01/2021,06/30/2022,1.739,,1.5171,,1.109,,0.7695,,0.000,,-1.3383,,0.523,,0.1515,,N/A,13,N/A,5,01/01/2022,12/31/2022,0.1420,,No,
ST CLARE HOSPITAL,500021,WA,2024,0.9422,,-0.4462,,01/01/2021,06/30/2022,0.000,,-1.3794,,1.248,,1.0291,,N/A,13,N/A,5,0.144,,-0.9846,,1.584,,1.1031,,01/01/2022,12/31/2022,-0.1356,,No,
PROVIDENCE ST PETER HOSPITAL,500024,WA,2024,0.8567,,-1.1721,,01/01/2021,06/30/2022,0.891,,0.1046,,0.689,,-0.0149,,0.606,,-0.3541,,0.364,,-0.3251,,0.729,,-0.2465,,01/01/2022,12/31/2022,-0.3347,,No,
SWEDISH MEDICAL CENTER / CHERRY HILL,500025,WA,2024,1.1167,,1.0358,,01/01/2021,06/30/2022,1.164,,0.5594,,0.694,,-0.0056,,N/A,13,N/A,5,0.397,,-0.2262,,1.050,,0.2602,,01/01/2022,12/31/2022,0.3247,,No,
SWEDISH EDMONDS HOSPITAL,500026,WA,2024,1.0926,,0.8312,,01/01/2021,06/30/2022,1.623,,1.3239,,0.000,,-1.3018,,1.504,,1.1043,,0.305,,-0.5020,,0.536,,-0.5512,,01/01/2022,12/31/2022,0.1507,,No,
SWEDISH MEDICAL CENTER,500027,WA,2024,0.8780,,-0.9910,,01/01/2021,06/30/2022,0.840,,0.0197,,0.465,,-0.4333,,0.732,,-0.1495,,0.374,,-0.2951,,0.398,,-0.7690,,01/01/2022,12/31/2022,-0.4364,,No,
ST JOSEPH HOSPITAL,500030,WA,2024,0.7518,,-1.5902,,01/01/2021,06/30/2022,0.719,,-0.1818,,0.773,,0.1419,,2.468,,2.1665,,0.476,,0.0106,,1.083,,0.3123,,01/01/2022,12/31/2022,0.1432,,No,
GRAYS HARBOR COMMUNITY HOSPITAL,500031,WA,2024,0.9585,,-0.3071,,01/01/2021,06/30/2022,0.000,,-1.3794,,0.000,,-1.3018,,N/A,13,N/A,5,0.719,,0.7391,,N/A,13,N/A,5,01/01/2022,12/31/2022,-0.5623,,No,
SAMARITAN HOSPITAL,500033,WA,2024,0.9177,,-0.6543,,01/01/2021,06/30/2022,N/A,13,N/A,5,N/A,13,N/A,5,3.263,,2.1665,,0.000,,-1.4163,,N/A,13,N/A,5,01/01/2022,12/31/2022,0.0320,,No,
YAKIMA VALLEY MEMORIAL,500036,WA,2024,1.0840,,0.7582,,01/01/2021,06/30/2022,0.859,,0.0513,,0.718,,0.0392,,0.000,,-1.3383,,0.338,,-0.4031,,1.259,,0.5901,,01/01/2022,12/31/2022,-0.0504,,No,
ASTRIA TOPPENISH HOSPITAL,500037,WA,2024,N/A,13,N/A,5,01/01/2021,06/30/2022,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,01/01/2022,12/31/2022,N/A,5,No,
HARRISON MEDICAL CENTER,500039,WA,2024,0.8123,,-1.5486,,01/01/2021,06/30/2022,0.305,,-0.8714,,0.694,,-0.0056,,0.391,,-0.7033,,0.209,,-0.7898,,0.149,,-1.1621,,01/01/2022,12/31/2022,-0.8468,,No,
PEACEHEALTH ST JOHN MEDICAL CENTER,500041,WA,2024,1.0997,,0.8913,,01/01/2021,06/30/2022,0.882,,0.0897,,0.393,,-0.5678,,0.428,,-0.6432,,0.260,,-0.6369,,0.000,,-1.3973,,01/01/2022,12/31/2022,-0.3774,,No,
DEACONESS MEDICAL CENTER,500044,WA,2024,1.0309,,0.3075,,01/01/2021,06/30/2022,0.239,,-0.9814,,0.792,,0.1774,,0.000,,-1.3383,,0.381,,-0.2741,,0.801,,-0.1329,,01/01/2022,12/31/2022,-0.3736,,No,
PEACEHEALTH SOUTHWEST MEDICAL CENTER,500050,WA,2024,0.7355,,-1.5902,,01/01/2021,06/30/2022,0.959,,0.2179,,0.566,,-0.2447,,0.946,,0.1981,,0.374,,-0.2951,,0.497,,-0.6128,,01/01/2022,12/31/2022,-0.3878,,No,
OVERLAKE HOSPITAL MEDICAL CENTER,500051,WA,2024,1.2060,,1.7946,,01/01/2021,06/30/2022,0.742,,-0.1435,,0.900,,0.3792,,1.873,,1.7036,,0.260,,-0.6369,,0.307,,-0.9127,,01/01/2022,12/31/2022,0.3641,,No,
KAISER PERMANENTE CENTRAL HOSPITAL,500052,WA,2024,N/A,5,N/A,5,01/01/2021,06/30/2022,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,01/01/2022,12/31/2022,N/A,5,No,
TRIOS HEALTH,500053,WA,2024,1.0487,,0.4588,,01/01/2021,06/30/2022,1.000,,0.2862,,0.410,,-0.5361,,0.830,,0.0097,,0.717,,0.7331,,N/A,13,N/A,5,01/01/2022,12/31/2022,0.1903,,No,
PROV SACRED HRT MED CTR & CHILDS HOSP.,500054,WA,2024,0.8619,,-1.1275,,01/01/2021,06/30/2022,0.451,,-0.6282,,0.676,,-0.0392,,1.180,,0.5781,,0.450,,-0.0673,,0.541,,-0.5433,,01/01/2022,12/31/2022,-0.3046,,No,
KADLEC REGIONAL MEDICAL CENTER,500058,WA,2024,0.8866,,-0.9177,,01/01/2021,06/30/2022,1.038,,0.3495,,1.082,,0.7191,,1.050,,0.3670,,0.586,,0.3404,,0.761,,-0.1960,,01/01/2022,12/31/2022,0.1104,,No,
CASCADE VALLEY HOSPITAL,500060,WA,2024,0.9782,,-0.1402,,01/01/2021,06/30/2022,N/A,13,N/A,5,N/A,13,N/A,5,0.766,,-0.0943,,2.006,,2.3099,,N/A,13,N/A,5,01/01/2022,12/31/2022,0.6918,,Yes,
HARBORVIEW MEDICAL CENTER,500064,WA,2024,0.9961,,0.0118,,01/01/2021,06/30/2022,2.169,,2.2333,,1.103,,0.7583,,3.321,,2.1665,,1.406,,2.3099,,2.018,,1.7882,,01/01/2022,12/31/2022,1.5447,,Yes,
OLYMPIC MEDICAL CENTER,500072,WA,2024,1.0243,,0.2517,,01/01/2021,06/30/2022,1.889,,1.7670,,1.141,,0.8293,,0.598,,-0.3671,,1.039,,1.6984,,N/A,13,N/A,5,01/01/2022,12/31/2022,0.8358,,Yes,
PROVIDENCE HOLY FAMILY HOSPITAL,500077,WA,2024,0.9243,,-0.5978,,01/01/2021,06/30/2022,0.256,,-0.9530,,0.281,,-0.7770,,0.780,,-0.0715,,0.767,,0.8830,,0.000,,-1.3973,,01/01/2022,12/31/2022,-0.4856,,No,
MULTICARE GOOD SAMARITAN HOSPITAL,500079,WA,2024,1.3528,,2.3062,,01/01/2021,06/30/2022,0.313,,-0.8581,,0.696,,-0.0019,,0.926,,0.1656,,0.497,,0.0736,,1.278,,0.6201,,01/01/2022,12/31/2022,0.3842,,Yes,
EVERGREENHEALTH MONROE,500084,WA,2024,0.9780,,-0.1417,,01/01/2021,06/30/2022,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,01/01/2022,12/31/2022,-0.1417,,No,
VALLEY MEDICAL CENTER,500088,WA,2024,1.5237,,2.3062,,01/01/2021,06/30/2022,0.633,,-0.3251,,0.639,,-0.1083,,0.216,,-0.9875,,0.949,,1.4286,,0.513,,-0.5875,,01/01/2022,12/31/2022,0.2877,,No,
ST JOSEPH MEDICAL CENTER,500108,WA,2024,0.9886,,-0.0517,,01/01/2021,06/30/2022,0.302,,-0.8764,,0.543,,-0.2876,,0.434,,-0.6335,,0.170,,-0.9067,,1.034,,0.2349,,01/01/2022,12/31/2022,-0.4202,,No,
MULTICARE VALLEY HOSPITAL,500119,WA,2024,1.0530,,0.4948,,01/01/2021,06/30/2022,0.667,,-0.2685,,0.748,,0.0952,,0.000,,-1.3383,,0.551,,0.2355,,2.577,,2.2744,,01/01/2022,12/31/2022,0.2489,,No,
EVERGREENHEALTH MEDICAL CENTER,500124,WA,2024,0.9878,,-0.0583,,01/01/2021,06/30/2022,0.460,,-0.6132,,1.368,,1.2533,,0.000,,-1.3383,,0.312,,-0.4810,,0.224,,-1.0437,,01/01/2022,12/31/2022,-0.3802,,No,
TACOMA GENERAL ALLENMORE HOSPITAL,500129,WA,2024,1.0646,,0.5935,,01/01/2021,06/30/2022,0.628,,-0.3334,,0.753,,0.1046,,0.803,,-0.0342,,0.457,,-0.0463,,0.954,,0.1086,,01/01/2022,12/31/2022,0.0655,,No,
CAPITAL MEDICAL CENTER,500139,WA,2024,0.8871,,-0.9137,,01/01/2021,06/30/2022,0.448,,-0.6332,,1.427,,1.3635,,2.272,,2.1665,,0.382,,-0.2711,,N/A,13,N/A,5,01/01/2022,12/31/2022,0.3424,,No,
ST FRANCIS COMMUNITY HOSPITAL,500141,WA,2024,1.0012,,0.0550,,01/01/2021,06/30/2022,0.233,,-0.9913,,0.543,,-0.2876,,0.000,,-1.3383,,0.407,,-0.1962,,1.775,,1.4046,,01/01/2022,12/31/2022,-0.2257,,No,
CONFLUENCE HEALTH- WENATCHEE VALLEY HOSP & CLINICS,500148,WA,2024,0.9908,,-0.0333,,01/01/2021,06/30/2022,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,01/01/2022,12/31/2022,-0.0333,,No,
LEGACY SALMON CREEK MEDICAL CENTER,500150,WA,2024,1.0453,,0.4293,,01/01/2021,06/30/2022,2.003,,1.9568,,0.868,,0.3194,,0.726,,-0.1592,,0.465,,-0.0223,,0.359,,-0.8306,,01/01/2022,12/31/2022,0.2822,,No,
ST ANTHONY HOSPITAL,500151,WA,2024,0.9176,,-0.6547,,01/01/2021,06/30/2022,0.395,,-0.7215,,0.843,,0.2727,,1.207,,0.6220,,0.064,,-1.2244,,1.145,,0.4101,,01/01/2022,12/31/2022,-0.2160,,No,
SWEDISH ISSAQUAH,500152,WA,2024,0.8254,,-1.4376,,01/01/2021,06/30/2022,2.380,,2.2883,,0.899,,0.3773,,1.493,,1.0864,,0.600,,0.3824,,0.000,,-1.3973,,01/01/2022,12/31/2022,0.2166,,No,
MULTICARE COVINGTON MEDICAL CENTER,500154,WA,2024,0.9766,,-0.1537,,01/01/2021,06/30/2022,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,0.483,,0.0316,,N/A,13,N/A,5,01/01/2022,12/31/2022,-0.0610,,No,
"WEST VIRGINIA UNIVERSITY HOSPITALS, INC",510001,WV,2024,1.5605,,2.3062,,01/01/2021,06/30/2022,0.658,,-0.2835,,0.408,,-0.5398,,0.668,,-0.2534,,0.741,,0.8051,,1.046,,0.2539,,01/01/2022,12/31/2022,0.3814,,Yes,
GREENBRIER VALLEY MEDICAL CENTER,510002,WV,2024,0.9218,,-0.6188,,01/01/2021,06/30/2022,1.753,,1.5404,,0.653,,-0.0822,,N/A,13,N/A,5,1.261,,2.3099,,N/A,13,N/A,5,01/01/2022,12/31/2022,0.7873,,Yes,
"UNITED HOSPITAL CENTER, INC",510006,WV,2024,0.9723,,-0.1900,,01/01/2021,06/30/2022,0.782,,-0.0769,,0.822,,0.2335,,0.613,,-0.3428,,0.294,,-0.5350,,0.923,,0.0597,,01/01/2022,12/31/2022,-0.1419,,No,
ST MARY'S MEDICAL CENTER,510007,WV,2024,1.2474,,2.1458,,01/01/2021,06/30/2022,0.838,,0.0164,,0.633,,-0.1195,,1.800,,1.5850,,0.792,,0.9579,,1.037,,0.2397,,01/01/2022,12/31/2022,0.8042,,Yes,
BERKELEY MEDICAL CENTER,510008,WV,2024,1.1629,,1.4280,,01/01/2021,06/30/2022,0.244,,-0.9730,,3.619,,2.3067,,0.686,,-0.2242,,1.017,,1.6324,,1.033,,0.2333,,01/01/2022,12/31/2022,0.7339,,Yes,
"PLEASANT VALLEY HOSPITAL, INC",510012,WV,2024,1.2212,,1.9234,,01/01/2021,06/30/2022,N/A,11,2.2883,11,N/A,11,2.3067,11,N/A,11,2.1665,11,0.222,,-0.7508,,N/A,13,N/A,5,01/01/2022,12/31/2022,1.5868,,Yes,
REYNOLDS MEMORIAL HOSPITAL,510013,WV,2024,1.0861,,0.7762,,01/01/2021,06/30/2022,1.916,,1.8119,,0.000,,-1.3018,,N/A,13,N/A,5,0.231,,-0.7238,,N/A,13,N/A,5,01/01/2022,12/31/2022,0.1406,,No,
CHARLESTON AREA MEDICAL CENTER,510022,WV,2024,1.4246,,2.3062,,01/01/2021,06/30/2022,1.140,,0.5194,,0.534,,-0.3045,,1.511,,1.1157,,0.698,,0.6762,,1.415,,0.8363,,01/01/2022,12/31/2022,0.8582,,Yes,
"WEIRTON MEDICAL CENTER, INC",510023,WV,2024,0.9021,,-0.7865,,01/01/2021,06/30/2022,1.776,,1.5787,,1.251,,1.0347,,0.686,,-0.2242,,0.433,,-0.1183,,0.960,,0.1181,,01/01/2022,12/31/2022,0.2671,,No,
MON HEALTH MEDICAL CENTER,510024,WV,2024,1.2134,,1.8568,,01/01/2021,06/30/2022,0.507,,-0.5350,,0.459,,-0.4445,,1.429,,0.9825,,1.133,,1.9802,,1.798,,1.4409,,01/01/2022,12/31/2022,0.8801,,Yes,
THOMAS MEMORIAL HOSPITAL,510029,WV,2024,1.7204,,2.3062,,01/01/2021,06/30/2022,1.486,,1.0957,,1.266,,1.0628,,1.988,,1.8904,,1.182,,2.1271,,1.444,,0.8821,,01/01/2022,12/31/2022,1.5607,,Yes,
DAVIS MEDICAL CENTER,510030,WV,2024,1.1420,,1.2511,,01/01/2021,06/30/2022,N/A,13,N/A,5,0.495,,-0.3773,,N/A,13,N/A,5,1.669,,2.3099,,N/A,13,N/A,5,01/01/2022,12/31/2022,1.0613,,Yes,
SAINT FRANCIS HOSPITAL,510031,WV,2024,N/A,5,N/A,5,01/01/2021,06/30/2022,N/A,13,N/A,5,N/A,13,N/A,5,N/A,12,N/A,5,0.000,,-1.4163,,N/A,13,N/A,5,01/01/2022,12/31/2022,-1.4163,,No,
STONEWALL JACKSON MEMORIAL HOSPITAL,510038,WV,2024,1.1215,,1.0771,,01/01/2021,06/30/2022,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,0.000,,-1.4163,,N/A,13,N/A,5,01/01/2022,12/31/2022,-0.1696,,No,
PRINCETON COMMUNITY HOSPITAL,510046,WV,2024,1.2196,,1.9095,,01/01/2021,06/30/2022,2.854,,2.2883,,0.377,,-0.5977,,0.429,,-0.6416,,0.661,,0.5652,,1.881,,1.5719,,01/01/2022,12/31/2022,0.8493,,Yes,
LOGAN REGIONAL MEDICAL CENTER,510048,WV,2024,0.8877,,-0.9091,,01/01/2021,06/30/2022,0.000,,-1.3794,,1.318,,1.1599,,N/A,13,N/A,5,1.016,,1.6294,,0.645,,-0.3791,,01/01/2022,12/31/2022,0.0243,,No,
"WHEELING HOSPITAL, INC",510050,WV,2024,1.0297,,0.2975,,01/01/2021,06/30/2022,0.000,,-1.3794,,0.410,,-0.5361,,1.489,,1.0799,,1.299,,2.3099,,1.347,,0.7290,,01/01/2022,12/31/2022,0.4168,,Yes,
"CABELL HUNTINGTON HOSPITAL, INC",510055,WV,2024,1.0688,,0.6289,,01/01/2021,06/30/2022,1.004,,0.2929,,0.815,,0.2204,,1.428,,0.9809,,0.536,,0.1905,,1.123,,0.3754,,01/01/2022,12/31/2022,0.4482,,Yes,
CAMDEN CLARK MEDICAL CENTER,510058,WV,2024,1.1695,,1.4840,,01/01/2021,06/30/2022,0.187,,-1.0680,,0.588,,-0.2036,,0.775,,-0.0797,,0.631,,0.4753,,0.730,,-0.2450,,01/01/2022,12/31/2022,0.0605,,No,
BECKLEY ARH HOSPITAL,510062,WV,2024,1.1043,,0.9309,,01/01/2021,06/30/2022,3.576,,2.2883,,0.563,,-0.2503,,N/A,13,N/A,5,0.673,,0.6012,,3.849,,2.2744,,01/01/2022,12/31/2022,1.1689,,Yes,
RALEIGH GENERAL HOSPITAL,510070,WV,2024,1.3249,,2.3062,,01/01/2021,06/30/2022,1.118,,0.4827,,1.751,,1.9686,,0.836,,0.0194,,0.324,,-0.4450,,1.552,,1.0526,,01/01/2022,12/31/2022,0.8974,,Yes,
WETZEL COUNTY HOSPITAL,510072,WV,2024,N/A,13,N/A,5,01/01/2021,06/30/2022,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,01/01/2022,12/31/2022,N/A,5,No,
WELCH COMMUNITY HOSPITAL,510086,WV,2024,0.9875,,-0.0608,,01/01/2021,06/30/2022,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,0.763,,0.8710,,N/A,13,N/A,5,01/01/2022,12/31/2022,0.4051,,Yes,
CHARLESTON SURGICAL HOSPITAL,510091,WV,2024,0.9777,,-0.1447,,01/01/2021,06/30/2022,N/A,13,N/A,5,N/A,13,N/A,5,N/A,12,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,01/01/2022,12/31/2022,-0.1447,,No,
MON HEALTH MARION,510093,WV,2024,N/A,5,N/A,5,01/01/2021,06/30/2022,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,01/01/2022,12/31/2022,N/A,5,No,
